id,title,serving,post_hit,created_at,updated_at,cate1,cate2,cate3,user_id
150,"가지볶음, 일본인 요리전문가 히데코와 요시코의 추억의 여름 음식 레시피",2,0,2023-08-08 00:00:00.000001,2023-08-08 00:00:00.000001,일식,일상,채소,28
151,경양식집 돈까스 & 백종원표 돈까스 소스,2,0,2020-02-04 00:00:00.000001,2020-02-04 00:00:00.000001,양식,일상,돼지고기,23
152,[간단 자취요리] 3가지 재료만으로 뚝딱! 크림스프 만들기,1,0,2017-01-13 00:00:00.000001,2017-01-13 00:00:00.000001,양식,원팬/스피디,달걀/유제품,26
153,다이어트요리/ 이하늬레시피/ 단호박스프,1,0,2015-12-23 00:00:00.000001,2015-12-23 00:00:00.000001,양식,다이어트,채소,25
154,감자샐러드,2,0,2012-07-24 00:00:00.000001,2012-07-24 00:00:00.000001,양식,일상,채소,24
156,마카로니콘샐러드,3,0,2015-12-04 00:00:00.000001,2015-12-04 00:00:00.000001,양식,일상,밀가루,35
157,샐러드계의 베스트셀러 토마토카프레제 샐러드,2,0,2008-01-19 00:00:00.000001,2008-01-19 00:00:00.000001,양식,다이어트,채소,37
159,"초간단 콘샐러드,초간단 참치콘샐러드,초간단 투나콘샐러드,샌드위치 속만들기",2,0,2018-05-29 00:00:00.000001,2018-05-29 00:00:00.000001,양식,원팬/스피디,가공식품류,38
160,홈파티음식 소고기 채끝 스테이크 연말 크리스마스파티 요리,2,0,2023-12-04 00:00:00.000001,2023-12-04 00:00:00.000001,양식,모임용,소고기,57
161,서가앤쿡 목살스테이크 흉내 내봤습니다!! 간단 돼지고기 요리 레시피,2,0,2023-12-03 00:00:00.000001,2023-12-03 00:00:00.000001,양식,모임용,돼지고기,56
162,연어 데리야끼 스테이크,2,0,2009-09-16 00:00:00.000001,2009-09-16 00:00:00.000001,양식,일상,생선,36
163,찹스테이크,2,0,2015-12-30 00:00:00.000001,2015-12-30 00:00:00.000001,양식,모임용,소고기,54
164,치킨 스테이크 만들기ㅣ굽네가 부럽지 않은ㅣ,2,0,2019-11-15 00:00:00.000001,2019-11-15 00:00:00.000001,양식,일상,닭고기,53
165,소고기 토마토스튜 만들기 비프스튜 레시피 토마토 요리,4,0,2023-11-04 00:00:00.000001,2023-11-04 00:00:00.000001,양식,일상,소고기,52
166,노오븐 요리/라따뚜이,4,0,2020-03-13 00:00:00.000001,2020-03-13 00:00:00.000001,양식,모임용,채소,51
167,집에서도 고급진 스페인요리 감바스로 !,2,0,2017-07-05 00:00:00.000001,2017-07-05 00:00:00.000001,양식,술안주,해물,50
169,편스토랑 류수영 새우 타파스 만들기,1,0,2022-02-17 00:00:00.000001,2022-02-17 00:00:00.000001,양식,술안주,해물,49
171,세상 쉬움!! 원팬 갈릭 슈림프 파스타!,2,0,2017-10-19 00:00:00.000001,2017-10-19 00:00:00.000001,양식,원팬/스피디,면,4
172,원팬 알리오 에 올리오!,2,0,2018-04-05 00:00:00.000001,2018-04-05 00:00:00.000001,양식,원팬/스피디,면,4
173,크리스 신부님표 원팬 잉글리쉬 브렉퍼스트!,1,0,2018-11-13 00:00:00.000001,2018-11-13 00:00:00.000001,양식,일상,가공식품류,4
174,원팬 봉골레 조개 듬뿍 스파게티!,2,0,2017-12-14 00:00:00.000001,2017-12-14 00:00:00.000001,양식,원팬/스피디,면,4
175,10분 원팬 크리미 갈릭폭탄 파스타,2,0,2020-02-11 00:00:00.000001,2020-02-11 00:00:00.000001,양식,원팬/스피디,면,4
176,15분 원팬 고추장 볼로네제 파스타,1,0,2021-10-28 00:00:00.000001,2021-10-28 00:00:00.000001,양식,원팬/스피디,면,4
177,9분만에 완성! 원팬 스파이시 참치캔 파스타! 정말 간단하고 맛있어요,1,0,2023-09-14 00:00:00.000001,2023-09-14 00:00:00.000001,양식,원팬/스피디,면,4
178,스페인 오믈렛 또띠야 에스빠뇰라,6,0,2019-04-05 00:00:00.000001,2019-04-05 00:00:00.000001,양식,일상,달걀/유제품,4
179,뒤집어서 먹는 원팬 사과 타르트: 타르트 타탱,6,0,2019-02-16 00:00:00.000001,2019-02-16 00:00:00.000001,양식,디저트,기타,4
190,비프 부르기뇽 : ‘사람이 만들 수 있는 가장 맛있는 쇠고기 요리’ (Bœuf bourguignon),5,0,2020-05-31 00:00:00.000001,2020-05-31 00:00:00.000001,양식,모임용,소고기,48
191,이탈리아식 오믈렛 시금치 프리타타 만들기 Spinach Frittata (Italian Omelette) No oven recipe,2,0,2020-06-23 00:00:00.000001,2020-06-23 00:00:00.000001,양식,일상,달걀/유제품,47
192,롤라티니 이색요리 레시피 이태리 가정식 rollatini eggplant,2,0,2019-08-31 00:00:00.000001,2019-08-31 00:00:00.000001,양식,일상,채소,46
193,식빵 2개로 쉽고 간단한게 피자 만들기 전자렌지 가능! | Making pizza with two slices of bread. Microwave is possible!,2,0,2021-12-31 00:00:00.000001,2021-12-31 00:00:00.000001,양식,일상,밀가루,45
194,이건 안보시면 후회합니다 바르셀로나 꿀대구 만들기,1,0,2023-02-17 00:00:00.000001,2023-02-17 00:00:00.000001,양식,일상,생선,44
195,똥손도 만들 수 있는 고든램지 감자뇨끼 | Gordon Ramsay Potato Gnocchi Recipe,2,0,2020-04-25 00:00:00.000001,2020-04-25 00:00:00.000001,양식,일상,채소,43
196,치즈 오븐 스파게티!!/전자렌지로 만들기/Cheese oven Spaghetti/(feat.ABC쥬스)#17,2,0,2020-07-11 00:00:00.000001,2020-07-11 00:00:00.000001,양식,일상,밀가루,42
197,노오븐 티라미수 | 커피 도둑 | 잠들 수 없는 달콤함,4,0,2020-02-13 00:00:00.000001,2020-02-13 00:00:00.000001,양식,디저트,달걀/유제품,41
198,"진짜 간단한데 진짜 맛있는 노오븐 디저트, 바나나 푸딩 만들기 / 노른자 베이킹",4,0,2022-11-09 00:00:00.000001,2022-11-09 00:00:00.000001,양식,디저트,달걀/유제품,40
199,[재료 4가지] 우유로 간단하게 초콜릿 만드는 방법,4,0,2022-02-11 00:00:00.000001,2022-02-11 00:00:00.000001,양식,디저트,달걀/유제품,39
200,"[간단하고 쉬운] 맛있어서 밤마다 몰래 꺼내 먹는 노오븐 치즈케이크 만들기 (종이컵 계량, 틀없이)",2,0,2021-06-17 00:00:00.000001,2021-06-17 00:00:00.000001,양식,디저트,달걀/유제품,97
